filename,width,height,class,xmin,ymin,xmax,ymax
G4_48.jpg,640,480,G4,124,246,265,369
G4_49.jpg,640,480,G4,103,265,232,387
G4_5.jpg,640,480,G4,178,236,316,377
G4_50.jpg,640,480,G4,223,238,380,374
G4_51.jpg,640,480,G4,120,220,278,349
G4_52.jpg,640,480,G4,74,244,212,377
G4_53.jpg,640,480,G4,120,208,253,331
G4_55.jpg,640,480,G4,220,260,337,396
G4_56.jpg,640,480,G4,248,275,377,393
G4_57.jpg,640,480,G4,190,243,340,354
G4_58.jpg,640,480,G4,155,231,283,352
G4_6.jpg,640,480,G4,180,232,304,363
G4_60.jpg,640,480,G4,98,228,218,346
G4_61.jpg,640,480,G4,345,243,447,349
G4_62.jpg,640,480,G4,172,269,290,387
G4_63.jpg,640,480,G4,175,230,304,363
G4_65.jpg,640,480,G4,242,255,367,371
G4_67.jpg,640,480,G4,158,256,284,375
G4_68.jpg,640,480,G4,166,265,296,389
G4_7.jpg,640,480,G4,245,231,369,376
G4_70.jpg,640,480,G4,103,266,249,391
G4_71.jpg,640,480,G4,70,211,203,324
G4_72.jpg,640,480,G4,86,212,203,324
G4_73.jpg,640,480,G4,162,214,257,326
G4_74.jpg,640,480,G4,85,217,206,334
G4_75.jpg,640,480,G4,123,211,228,319
G4_76.jpg,640,480,G4,148,225,256,344
G4_77.jpg,640,480,G4,65,219,216,330
G4_78.jpg,640,480,G4,128,212,260,328
G4_79.jpg,640,480,G4,134,212,278,328
G4_8.jpg,640,480,G4,259,218,405,356
G4_80.jpg,640,480,G4,91,217,220,338
G4_81.jpg,640,480,G4,167,240,286,357
G4_82.jpg,640,480,G4,144,249,253,353
G4_83.jpg,640,480,G4,167,246,278,347
G4_84.jpg,640,480,G4,167,239,272,332
G4_85.jpg,640,480,G4,172,238,295,343
G4_86.jpg,640,480,G4,209,241,342,341
G4_87.jpg,640,480,G4,143,248,259,346
G4_88.jpg,640,480,G4,113,246,245,364
G4_89.jpg,640,480,G4,173,246,314,359
G4_9.jpg,640,480,G4,249,226,387,357
G4_90.jpg,640,480,G4,190,244,307,354
G4_91.jpg,640,480,G4,195,281,336,426
G4_92.jpg,640,480,G4,233,281,370,408
G4_93.jpg,640,480,G4,193,309,333,440
G4_94.jpg,640,480,G4,217,307,355,440
G4_95.jpg,640,480,G4,252,291,369,417
G4_97.jpg,640,480,G4,234,279,372,420
G4_98.jpg,640,480,G4,210,285,343,412
G4_99.jpg,640,480,G4,188,283,309,400
G5_1.jpg,640,480,G5,177,230,340,369
G5_10.jpg,640,480,G5,210,246,375,387
G5_100.jpg,640,480,G5,197,282,333,414
G5_11.jpg,640,480,G5,137,195,296,323
G5_12.jpg,640,480,G5,137,188,293,343
G5_13.jpg,640,480,G5,150,200,277,330
G5_14.jpg,640,480,G5,137,190,295,347
G5_15.jpg,640,480,G5,161,197,320,351
G5_16.jpg,640,480,G5,133,192,285,319
G5_18.jpg,640,480,G5,96,187,249,318
G5_19.jpg,640,480,G5,83,190,234,329
G5_2.jpg,640,480,G5,208,237,361,382
G5_20.jpg,640,480,G5,108,184,259,324
G5_21.jpg,640,480,G5,80,231,234,352
G5_22.jpg,640,480,G5,119,214,242,349
G5_23.jpg,640,480,G5,119,211,234,350
G5_24.jpg,640,480,G5,171,249,309,382
G5_25.jpg,640,480,G5,136,216,261,343
G5_26.jpg,640,480,G5,68,230,203,349
G5_27.jpg,640,480,G5,135,216,258,334
G5_28.jpg,640,480,G5,164,201,281,335
G5_29.jpg,640,480,G5,184,210,294,348
G5_3.jpg,640,480,G5,210,230,364,362
G5_30.jpg,640,480,G5,157,202,270,336
G5_31.jpg,640,480,G5,197,252,340,381
G5_32.jpg,640,480,G5,234,258,351,393
G5_33.jpg,640,480,G5,230,264,349,393
G5_34.jpg,640,480,G5,212,258,332,376
G5_35.jpg,640,480,G5,225,265,348,391
G5_36.jpg,640,480,G5,215,262,336,376
G5_37.jpg,640,480,G5,245,262,353,388
G5_39.jpg,640,480,G5,227,258,333,376
G5_40.jpg,640,480,G5,259,267,363,385
G5_41.jpg,640,480,G5,156,256,282,383
G5_42.jpg,640,480,G5,163,265,317,397
G5_43.jpg,640,480,G5,115,255,254,393
G5_44.jpg,640,480,G5,88,261,244,394
G5_45.jpg,640,480,G5,80,268,223,384
G5_46.jpg,640,480,G5,86,271,234,393
G5_47.jpg,640,480,G5,113,255,253,372
G5_48.jpg,640,480,G5,119,265,253,376
G5_5.jpg,640,480,G5,236,250,390,438
G5_50.jpg,640,480,G5,177,259,312,379
G5_52.jpg,640,480,G5,70,266,237,400
G5_53.jpg,640,480,G5,99,238,249,367
G5_54.jpg,640,480,G5,130,238,259,363
G5_55.jpg,640,480,G5,159,250,284,363
G5_56.jpg,640,480,G5,184,255,324,381
G5_57.jpg,640,480,G5,221,281,360,432
G5_58.jpg,640,480,G5,186,249,316,372
G5_59.jpg,640,480,G5,141,249,284,372
G5_6.jpg,640,480,G5,198,258,361,425
G5_60.jpg,640,480,G5,116,241,248,374
G5_61.jpg,640,480,G5,121,227,271,339
G5_63.jpg,640,480,G5,237,239,374,390
G5_64.jpg,640,480,G5,251,234,379,371
G5_65.jpg,640,480,G5,253,240,365,365
G5_67.jpg,640,480,G5,236,244,385,394
G5_68.jpg,640,480,G5,119,214,277,347
G5_7.jpg,640,480,G5,241,233,386,373
G5_70.jpg,640,480,G5,213,228,337,349
G5_71.jpg,640,480,G5,163,212,281,330
G5_72.jpg,640,480,G5,134,204,259,329
G5_73.jpg,640,480,G5,84,219,215,335
G5_74.jpg,640,480,G5,119,221,261,347
G5_75.jpg,640,480,G5,145,212,271,344
G5_76.jpg,640,480,G5,105,219,234,330
G5_77.jpg,640,480,G5,129,216,266,328
G5_78.jpg,640,480,G5,136,203,266,328
G5_79.jpg,640,480,G5,94,217,247,338
G5_8.jpg,640,480,G5,206,225,366,366
G5_80.jpg,640,480,G5,196,218,331,339
G5_81.jpg,640,480,G5,155,231,294,341
G5_82.jpg,640,480,G5,165,239,285,346
G5_83.jpg,640,480,G5,179,233,289,343
G5_84.jpg,640,480,G5,143,232,259,351
G5_85.jpg,640,480,G5,131,237,269,360
G5_86.jpg,640,480,G5,182,239,300,355
G5_87.jpg,640,480,G5,166,231,294,351
G5_89.jpg,640,480,G5,226,241,334,364
G5_90.jpg,640,480,G5,172,242,305,368
G5_91.jpg,640,480,G5,172,300,328,434
G5_92.jpg,640,480,G5,284,286,404,439
G5_93.jpg,640,480,G5,191,295,346,437
G5_94.jpg,640,480,G5,221,308,362,448
G5_95.jpg,640,480,G5,268,306,402,458
G5_96.jpg,640,480,G5,269,308,396,446
G5_97.jpg,640,480,G5,216,287,356,427
G5_98.jpg,640,480,G5,170,291,330,431
G5_99.jpg,640,480,G5,150,288,300,433
G6_1.jpg,640,480,G6,250,270,395,421
G6_10.jpg,640,480,G6,246,240,389,388
G6_100.jpg,640,480,G6,203,317,320,424
G6_11.jpg,640,480,G6,173,197,297,333
G6_12.jpg,640,480,G6,161,190,279,317
G6_14.jpg,640,480,G6,114,210,255,307
G6_15.jpg,640,480,G6,164,196,296,331
G6_16.jpg,640,480,G6,84,207,220,310
G6_17.jpg,640,480,G6,153,205,281,304
G6_18.jpg,640,480,G6,181,192,303,329
G6_19.jpg,640,480,G6,164,198,291,323
G6_2.jpg,640,480,G6,258,268,408,405
G6_20.jpg,640,480,G6,155,192,280,309
G6_21.jpg,640,480,G6,99,235,222,343
G6_22.jpg,640,480,G6,101,227,215,345
G6_23.jpg,640,480,G6,134,228,236,341
G6_24.jpg,640,480,G6,162,235,274,357
G6_25.jpg,640,480,G6,185,244,293,374
G6_26.jpg,640,480,G6,174,238,293,378
G6_27.jpg,640,480,G6,85,211,213,339
G6_28.jpg,640,480,G6,206,228,315,339
G6_29.jpg,640,480,G6,115,220,241,334
G6_3.jpg,640,480,G6,246,265,403,408
G6_30.jpg,640,480,G6,164,227,273,356
G6_31.jpg,640,480,G6,213,258,343,368
G6_32.jpg,640,480,G6,196,270,332,362
G6_33.jpg,640,480,G6,179,275,311,351
G6_34.jpg,640,480,G6,176,266,305,346
G6_35.jpg,640,480,G6,226,253,353,365
G6_36.jpg,640,480,G6,165,263,309,359
G6_37.jpg,640,480,G6,213,260,345,365
G6_4.jpg,640,480,G6,245,264,388,371
G6_40.jpg,640,480,G6,213,266,344,354
G6_41.jpg,640,480,G6,136,265,261,378
G6_42.jpg,640,480,G6,106,284,230,376
G6_43.jpg,640,480,G6,132,271,252,369
G6_44.jpg,640,480,G6,128,271,261,378
G6_46.jpg,640,480,G6,102,279,229,372
G6_47.jpg,640,480,G6,118,290,261,377
G6_48.jpg,640,480,G6,149,290,280,387
G6_49.jpg,640,480,G6,166,284,271,377
